Country,Element,Item,Year,Value
Finland,Production,Barley and products,2010,1340000
Finland,Production,Barley and products,2011,1514000
Finland,Production,Barley and products,2012,1581000
Finland,Production,Barley and products,2013,1904000
Finland,Import Quantity,Barley and products,1965,41000
Finland,Import Quantity,Barley and products,1970,17000
Finland,Import Quantity,Barley and products,1975,6000
Finland,Import Quantity,Barley and products,1980,26000
Finland,Import Quantity,Barley and products,1985,0
Finland,Import Quantity,Barley and products,1990,0
Finland,Import Quantity,Barley and products,1995,10000
Finland,Import Quantity,Barley and products,2000,85000
Finland,Import Quantity,Barley and products,2005,9000
Finland,Import Quantity,Barley and products,2010,1000
Finland,Import Quantity,Barley and products,2011,1000
Finland,Import Quantity,Barley and products,2012,11000
Finland,Import Quantity,Barley and products,2013,16000
Finland,Import Quantity,Maize and products,1965,55000
Finland,Import Quantity,Maize and products,1970,22000
Finland,Import Quantity,Maize and products,1975,196000
Finland,Import Quantity,Maize and products,1980,2000
Finland,Import Quantity,Maize and products,1985,1000
Finland,Import Quantity,Maize and products,1990,2000
Finland,Import Quantity,Maize and products,1995,11000
Finland,Import Quantity,Maize and products,2000,20000
Finland,Import Quantity,Maize and products,2005,12000
Finland,Import Quantity,Maize and products,2010,5000
Finland,Import Quantity,Maize and products,2011,6000
Finland,Import Quantity,Maize and products,2012,8000
Finland,Import Quantity,Maize and products,2013,8000
Finland,Import Quantity,Millet and products,1965,0
Finland,Import Quantity,Millet and products,1970,0
Finland,Import Quantity,Millet and products,1975,0
Finland,Import Quantity,Millet and products,1980,0
Finland,Import Quantity,Millet and products,1985,0
Finland,Import Quantity,Millet and products,1990,0
Finland,Import Quantity,Millet and products,1995,0
Finland,Import Quantity,Millet and products,2000,0
Finland,Import Quantity,Millet and products,2005,0
Finland,Import Quantity,Millet and products,2010,0
Finland,Import Quantity,Millet and products,2011,0
Finland,Import Quantity,Millet and products,2012,0
Finland,Import Quantity,Millet and products,2013,0
France,Total Population - Both sexes,Population,1965,48874000
France,Total Population - Both sexes,Population,1970,50704000
France,Total Population - Both sexes,Population,1975,52791000
France,Total Population - Both sexes,Population,1980,53941000
France,Total Population - Both sexes,Population,1985,55414000
France,Total Population - Both sexes,Population,1990,56846000
France,Total Population - Both sexes,Population,1995,58009000
France,Total Population - Both sexes,Population,2000,59213000
France,Total Population - Both sexes,Population,2005,61445000
France,Total Population - Both sexes,Population,2010,63231000
France,Total Population - Both sexes,Population,2011,63582000
France,Total Population - Both sexes,Population,2012,63937000
France,Total Population - Both sexes,Population,2013,64291000
France,Production,Wheat and products,1965,14760000
France,Production,Wheat and products,1970,12649000
France,Production,Wheat and products,1975,15013000
France,Production,Wheat and products,1980,23781000
France,Production,Wheat and products,1985,28784000
France,Production,Wheat and products,1990,33346000
France,Production,Wheat and products,1995,30880000
France,Production,Wheat and products,2000,37353000
France,Production,Wheat and products,2005,36886000
France,Production,Wheat and products,2010,38207000
France,Production,Wheat and products,2011,35994000
France,Production,Wheat and products,2012,40301000
France,Production,Wheat and products,2013,38614000
France,Import Quantity,Wheat and products,1965,786000
France,Import Quantity,Wheat and products,1970,535000
France,Import Quantity,Wheat and products,1975,575000
France,Import Quantity,Wheat and products,1980,926000
France,Import Quantity,Wheat and products,1985,658000
France,Import Quantity,Wheat and products,1990,863000
France,Import Quantity,Wheat and products,1995,1161000
France,Import Quantity,Wheat and products,2000,1641000
France,Import Quantity,Wheat and products,2005,1540000
France,Import Quantity,Wheat and products,2010,2397000
France,Import Quantity,Wheat and products,2011,2063000
France,Import Quantity,Wheat and products,2012,1974000
France,Import Quantity,Wheat and products,2013,2055000
France,Production,Rice (Milled Equivalent),1965,65000
France,Production,Rice (Milled Equivalent),1970,60000
France,Production,Rice (Milled Equivalent),1975,28000
France,Production,Rice (Milled Equivalent),1980,17000
France,Production,Rice (Milled Equivalent),1985,41000
France,Production,Rice (Milled Equivalent),1990,81000
France,Production,Rice (Milled Equivalent),1995,82000
France,Production,Rice (Milled Equivalent),2000,77000
France,Production,Rice (Milled Equivalent),2005,68000
France,Production,Rice (Milled Equivalent),2010,76000
France,Production,Rice (Milled Equivalent),2011,86000
France,Production,Rice (Milled Equivalent),2012,82000
France,Production,Rice (Milled Equivalent),2013,55000
France,Import Quantity,Rice (Milled Equivalent),1965,80000
France,Import Quantity,Rice (Milled Equivalent),1970,86000
France,Import Quantity,Rice (Milled Equivalent),1975,145000
France,Import Quantity,Rice (Milled Equivalent),1980,240000
France,Import Quantity,Rice (Milled Equivalent),1985,270000
France,Import Quantity,Rice (Milled Equivalent),1990,253000
France,Import Quantity,Rice (Milled Equivalent),1995,270000
France,Import Quantity,Rice (Milled Equivalent),2000,395000
France,Import Quantity,Rice (Milled Equivalent),2005,453000
France,Import Quantity,Rice (Milled Equivalent),2010,439000
France,Import Quantity,Rice (Milled Equivalent),2011,489000
France,Import Quantity,Rice (Milled Equivalent),2012,473000
France,Import Quantity,Rice (Milled Equivalent),2013,489000
France,Production,Barley and products,1965,7378000
France,Production,Barley and products,1970,8154000
France,Production,Barley and products,1975,9344000
France,Production,Barley and products,1980,11692000
France,Production,Barley and products,1985,11442000
France,Production,Barley and products,1990,9996000
France,Production,Barley and products,1995,7683000
France,Production,Barley and products,2000,9709000
France,Production,Barley and products,2005,10313000
France,Production,Barley and products,2010,10102000
France,Production,Barley and products,2011,8775000
France,Production,Barley and products,2012,11347000
France,Production,Barley and products,2013,10316000
France,Import Quantity,Barley and products,1965,1000
France,Import Quantity,Barley and products,1970,4000
France,Import Quantity,Barley and products,1975,119000
France,Import Quantity,Barley and products,1980,34000
France,Import Quantity,Barley and products,1985,136000
France,Import Quantity,Barley and products,1990,169000
France,Import Quantity,Barley and products,1995,156000
France,Import Quantity,Barley and products,2000,174000
France,Import Quantity,Barley and products,2005,123000
France,Import Quantity,Barley and products,2010,116000
France,Import Quantity,Barley and products,2011,217000
France,Import Quantity,Barley and products,2012,395000
France,Import Quantity,Barley and products,2013,314000
France,Production,Maize and products,1965,3468000
France,Production,Maize and products,1970,7491000
France,Production,Maize and products,1975,8209000
France,Production,Maize and products,1980,9323000
France,Production,Maize and products,1985,12409000
France,Production,Maize and products,1990,9401000
France,Production,Maize and products,1995,12740000
France,Production,Maize and products,2000,16018000
France,Production,Maize and products,2005,13688000
France,Production,Maize and products,2010,13975000
France,Production,Maize and products,2011,15913000
France,Production,Maize and products,2012,15614000
France,Production,Maize and products,2013,15031000
France,Import Quantity,Maize and products,1965,685000
France,Import Quantity,Maize and products,1970,481000
France,Import Quantity,Maize and products,1975,602000
France,Import Quantity,Maize and products,1980,606000
France,Import Quantity,Maize and products,1985,574000
France,Import Quantity,Maize and products,1990,246000
France,Import Quantity,Maize and products,1995,306000
France,Import Quantity,Maize and products,2000,554000
France,Import Quantity,Maize and products,2005,540000
France,Import Quantity,Maize and products,2010,530000
France,Import Quantity,Maize and products,2011,828000
France,Import Quantity,Maize and products,2012,598000
France,Import Quantity,Maize and products,2013,722000
France,Production,Millet and products,1965,3000
France,Production,Millet and products,1970,1000
France,Production,Millet and products,1975,2000
France,Production,Millet and products,1980,3000
France,Production,Millet and products,1985,0
France,Production,Millet and products,1990,0
France,Production,Millet and products,1995,0
France,Production,Millet and products,2000,0
France,Production,Millet and products,2005,24000
France,Production,Millet and products,2010,38000
France,Production,Millet and products,2011,38000
France,Production,Millet and products,2012,40000
France,Production,Millet and products,2013,40000
France,Import Quantity,Millet and products,1965,7000
France,Import Quantity,Millet and products,1970,8000
France,Import Quantity,Millet and products,1975,14000
France,Import Quantity,Millet and products,1980,7000
France,Import Quantity,Millet and products,1985,12000
France,Import Quantity,Millet and products,1990,10000
France,Import Quantity,Millet and products,1995,6000
France,Import Quantity,Millet and products,2000,7000
France,Import Quantity,Millet and products,2005,4000
France,Import Quantity,Millet and products,2010,3000
France,Import Quantity,Millet and products,2011,4000
France,Import Quantity,Millet and products,2012,3000
France,Import Quantity,Millet and products,2013,3000
French Polynesia,Total Population - Both sexes,Population,1965,93000
French Polynesia,Total Population - Both sexes,Population,1970,110000
French Polynesia,Total Population - Both sexes,Population,1975,131000
French Polynesia,Total Population - Both sexes,Population,1980,152000
French Polynesia,Total Population - Both sexes,Population,1985,175000
French Polynesia,Total Population - Both sexes,Population,1990,198000
French Polynesia,Total Population - Both sexes,Population,1995,215000
French Polynesia,Total Population - Both sexes,Population,2000,237000
French Polynesia,Total Population - Both sexes,Population,2005,255000
French Polynesia,Total Population - Both sexes,Population,2010,268000
French Polynesia,Total Population - Both sexes,Population,2011,271000
French Polynesia,Total Population - Both sexes,Population,2012,274000
French Polynesia,Total Population - Both sexes,Population,2013,277000
French Polynesia,Import Quantity,Wheat and products,1965,13000
French Polynesia,Import Quantity,Wheat and products,1970,16000
French Polynesia,Import Quantity,Wheat and products,1975,18000
French Polynesia,Import Quantity,Wheat and products,1980,20000
French Polynesia,Import Quantity,Wheat and products,1985,21000
French Polynesia,Import Quantity,Wheat and products,1990,26000
French Polynesia,Import Quantity,Wheat and products,1995,29000
French Polynesia,Import Quantity,Wheat and products,2000,28000
French Polynesia,Import Quantity,Wheat and products,2005,33000
French Polynesia,Import Quantity,Wheat and products,2010,35000
French Polynesia,Import Quantity,Wheat and products,2011,34000
French Polynesia,Import Quantity,Wheat and products,2012,35000
French Polynesia,Import Quantity,Wheat and products,2013,35000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1965,2000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1970,3000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1975,3000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1980,5000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1985,5000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1990,7000
French Polynesia,Import Quantity,Rice (Milled Equivalent),1995,9000
French Polynesia,Import Quantity,Rice (Milled Equivalent),2000,9000
French Polynesia,Import Quantity,Rice (Milled Equivalent),2005,14000
French Polynesia,Import Quantity,Rice (Milled Equivalent),2010,11000
French Polynesia,Import Quantity,Rice (Milled Equivalent),2011,10000
French Polynesia,Import Quantity,Rice (Milled Equivalent),2012,10000
French Polynesia,Import Quantity,Rice (Milled Equivalent),2013,11000
French Polynesia,Import Quantity,Barley and products,1965,1000
French Polynesia,Import Quantity,Barley and products,1970,2000
French Polynesia,Import Quantity,Barley and products,1975,2000
French Polynesia,Import Quantity,Barley and products,1980,2000
French Polynesia,Import Quantity,Barley and products,1985,2000
French Polynesia,Import Quantity,Barley and products,1990,2000
French Polynesia,Import Quantity,Barley and products,1995,3000
French Polynesia,Import Quantity,Barley and products,2000,4000
French Polynesia,Import Quantity,Barley and products,2005,6000
French Polynesia,Import Quantity,Barley and products,2010,6000
French Polynesia,Import Quantity,Barley and products,2011,5000
French Polynesia,Import Quantity,Barley and products,2012,6000
French Polynesia,Import Quantity,Barley and products,2013,5000
French Polynesia,Import Quantity,Maize and products,1965,0
French Polynesia,Import Quantity,Maize and products,1970,0
French Polynesia,Import Quantity,Maize and products,1975,0
French Polynesia,Import Quantity,Maize and products,1980,2000
French Polynesia,Import Quantity,Maize and products,1985,8000
French Polynesia,Import Quantity,Maize and products,1990,6000
French Polynesia,Import Quantity,Maize and products,1995,6000
French Polynesia,Import Quantity,Maize and products,2000,6000
French Polynesia,Import Quantity,Maize and products,2005,5000
French Polynesia,Import Quantity,Maize and products,2010,4000
French Polynesia,Import Quantity,Maize and products,2011,4000
French Polynesia,Import Quantity,Maize and products,2012,3000
French Polynesia,Import Quantity,Maize and products,2013,3000
French Polynesia,Import Quantity,Millet and products,1965,0
French Polynesia,Import Quantity,Millet and products,1970,0
French Polynesia,Import Quantity,Millet and products,1975,0
French Polynesia,Import Quantity,Millet and products,1980,0
French Polynesia,Import Quantity,Millet and products,1985,0
French Polynesia,Import Quantity,Millet and products,1990,0
French Polynesia,Import Quantity,Millet and products,1995,0
French Polynesia,Import Quantity,Millet and products,2000,0
French Polynesia,Import Quantity,Millet and products,2005,0
French Polynesia,Import Quantity,Millet and products,2010,0
French Polynesia,Import Quantity,Millet and products,2011,0
French Polynesia,Import Quantity,Millet and products,2012,0
French Polynesia,Import Quantity,Millet and products,2013,0
Gabon,Total Population - Both sexes,Population,1965,532000
Gabon,Total Population - Both sexes,Population,1970,589000
Gabon,Total Population - Both sexes,Population,1975,648000
Gabon,Total Population - Both sexes,Population,1980,726000
Gabon,Total Population - Both sexes,Population,1985,826000
Gabon,Total Population - Both sexes,Population,1990,947000
Gabon,Total Population - Both sexes,Population,1995,1080000
Gabon,Total Population - Both sexes,Population,2000,1226000
Gabon,Total Population - Both sexes,Population,2005,1379000
Gabon,Total Population - Both sexes,Population,2010,1556000
Gabon,Total Population - Both sexes,Population,2011,1594000
Gabon,Total Population - Both sexes,Population,2012,1633000
Gabon,Total Population - Both sexes,Population,2013,1672000
Gabon,Import Quantity,Wheat and products,1965,6000
Gabon,Import Quantity,Wheat and products,1970,10000
Gabon,Import Quantity,Wheat and products,1975,58000
Gabon,Import Quantity,Wheat and products,1980,23000
Gabon,Import Quantity,Wheat and products,1985,48000
Gabon,Import Quantity,Wheat and products,1990,33000
Gabon,Import Quantity,Wheat and products,1995,51000
Gabon,Import Quantity,Wheat and products,2000,78000
Gabon,Import Quantity,Wheat and products,2005,83000
Gabon,Import Quantity,Wheat and products,2010,104000
Gabon,Import Quantity,Wheat and products,2011,108000
Gabon,Import Quantity,Wheat and products,2012,126000
Gabon,Import Quantity,Wheat and products,2013,120000
Gabon,Production,Rice (Milled Equivalent),1965,1000
Gabon,Production,Rice (Milled Equivalent),1970,0
Gabon,Production,Rice (Milled Equivalent),1975,0
Gabon,Production,Rice (Milled Equivalent),1980,1000
Gabon,Production,Rice (Milled Equivalent),1985,0
Gabon,Production,Rice (Milled Equivalent),1990,1000
Gabon,Production,Rice (Milled Equivalent),1995,1000
Gabon,Production,Rice (Milled Equivalent),2000,1000
Gabon,Production,Rice (Milled Equivalent),2005,1000
Gabon,Production,Rice (Milled Equivalent),2010,1000
Gabon,Production,Rice (Milled Equivalent),2011,1000
Gabon,Production,Rice (Milled Equivalent),2012,1000
Gabon,Production,Rice (Milled Equivalent),2013,1000
Gabon,Import Quantity,Rice (Milled Equivalent),1965,1000
Gabon,Import Quantity,Rice (Milled Equivalent),1970,2000
Gabon,Import Quantity,Rice (Milled Equivalent),1975,5000
Gabon,Import Quantity,Rice (Milled Equivalent),1980,4000
Gabon,Import Quantity,Rice (Milled Equivalent),1985,17000
Gabon,Import Quantity,Rice (Milled Equivalent),1990,14000
Gabon,Import Quantity,Rice (Milled Equivalent),1995,67000
Gabon,Import Quantity,Rice (Milled Equivalent),2000,35000
Gabon,Import Quantity,Rice (Milled Equivalent),2005,60000
Gabon,Import Quantity,Rice (Milled Equivalent),2010,57000
Gabon,Import Quantity,Rice (Milled Equivalent),2011,64000
Gabon,Import Quantity,Rice (Milled Equivalent),2012,57000
Gabon,Import Quantity,Rice (Milled Equivalent),2013,86000
Gabon,Import Quantity,Barley and products,1965,1000
Gabon,Import Quantity,Barley and products,1970,2000
Gabon,Import Quantity,Barley and products,1975,10000
Gabon,Import Quantity,Barley and products,1980,14000
Gabon,Import Quantity,Barley and products,1985,20000
Gabon,Import Quantity,Barley and products,1990,15000
Gabon,Import Quantity,Barley and products,1995,17000
Gabon,Import Quantity,Barley and products,2000,16000
Gabon,Import Quantity,Barley and products,2005,23000
Gabon,Import Quantity,Barley and products,2010,18000
Gabon,Import Quantity,Barley and products,2011,19000
Gabon,Import Quantity,Barley and products,2012,32000
Gabon,Import Quantity,Barley and products,2013,27000
Gabon,Production,Maize and products,1965,8000
Gabon,Production,Maize and products,1970,8000
Gabon,Production,Maize and products,1975,7000
Gabon,Production,Maize and products,1980,10000
Gabon,Production,Maize and products,1985,13000
Gabon,Production,Maize and products,1990,23000
Gabon,Production,Maize and products,1995,29000
Gabon,Production,Maize and products,2000,26000
Gabon,Production,Maize and products,2005,35000
Gabon,Production,Maize and products,2010,41000
Gabon,Production,Maize and products,2011,44000
Gabon,Production,Maize and products,2012,44000
Gabon,Production,Maize and products,2013,45000
Gabon,Import Quantity,Maize and products,1965,0
Gabon,Import Quantity,Maize and products,1970,0
Gabon,Import Quantity,Maize and products,1975,1000
Gabon,Import Quantity,Maize and products,1980,0
Gabon,Import Quantity,Maize and products,1985,1000
Gabon,Import Quantity,Maize and products,1990,5000
Gabon,Import Quantity,Maize and products,1995,5000
Gabon,Import Quantity,Maize and products,2000,5000
Gabon,Import Quantity,Maize and products,2005,5000
Gabon,Import Quantity,Maize and products,2010,5000
Gabon,Import Quantity,Maize and products,2011,7000
Gabon,Import Quantity,Maize and products,2012,5000
Gabon,Import Quantity,Maize and products,2013,7000
Gabon,Import Quantity,Millet and products,1965,0
Gabon,Import Quantity,Millet and products,1970,0
Gabon,Import Quantity,Millet and products,1975,0
Gabon,Import Quantity,Millet and products,1980,0
Gabon,Import Quantity,Millet and products,1985,0
Gabon,Import Quantity,Millet and products,1990,0
Gabon,Import Quantity,Millet and products,1995,0
Gabon,Import Quantity,Millet and products,2000,0
Gabon,Import Quantity,Millet and products,2005,0
Gabon,Import Quantity,Millet and products,2010,0
Gabon,Import Quantity,Millet and products,2011,0
Gabon,Import Quantity,Millet and products,2012,0
Gabon,Import Quantity,Millet and products,2013,0
Gambia,Total Population - Both sexes,Population,1965,401000
Gambia,Total Population - Both sexes,Population,1970,447000
Gambia,Total Population - Both sexes,Population,1975,521000
Gambia,Total Population - Both sexes,Population,1980,604000
Gambia,Total Population - Both sexes,Population,1985,732000
Gambia,Total Population - Both sexes,Population,1990,917000
Gambia,Total Population - Both sexes,Population,1995,1066000
Gambia,Total Population - Both sexes,Population,2000,1229000
Gambia,Total Population - Both sexes,Population,2005,1437000
Gambia,Total Population - Both sexes,Population,2010,1681000
Gambia,Total Population - Both sexes,Population,2011,1735000
Gambia,Total Population - Both sexes,Population,2012,1791000
Gambia,Total Population - Both sexes,Population,2013,1849000
Gambia,Import Quantity,Wheat and products,1965,2000
Gambia,Import Quantity,Wheat and products,1970,3000
Gambia,Import Quantity,Wheat and products,1975,2000
Gambia,Import Quantity,Wheat and products,1980,11000
Gambia,Import Quantity,Wheat and products,1985,10000
Gambia,Import Quantity,Wheat and products,1990,20000
Gambia,Import Quantity,Wheat and products,1995,23000
Gambia,Import Quantity,Wheat and products,2000,34000
Gambia,Import Quantity,Wheat and products,2005,48000
Gambia,Import Quantity,Wheat and products,2010,105000
Gambia,Import Quantity,Wheat and products,2011,71000
Gambia,Import Quantity,Wheat and products,2012,94000
Gambia,Import Quantity,Wheat and products,2013,73000
Gambia,Production,Rice (Milled Equivalent),1965,25000
Gambia,Production,Rice (Milled Equivalent),1970,27000
Gambia,Production,Rice (Milled Equivalent),1975,18000
Gambia,Production,Rice (Milled Equivalent),1980,28000
Gambia,Production,Rice (Milled Equivalent),1985,15000
Gambia,Production,Rice (Milled Equivalent),1990,14000
Gambia,Production,Rice (Milled Equivalent),1995,13000
Gambia,Production,Rice (Milled Equivalent),2000,23000
Gambia,Production,Rice (Milled Equivalent),2005,12000
Gambia,Production,Rice (Milled Equivalent),2010,67000
Gambia,Production,Rice (Milled Equivalent),2011,34000
Gambia,Production,Rice (Milled Equivalent),2012,36000
Gambia,Production,Rice (Milled Equivalent),2013,46000
Gambia,Import Quantity,Rice (Milled Equivalent),1965,7000
Gambia,Import Quantity,Rice (Milled Equivalent),1970,15000
Gambia,Import Quantity,Rice (Milled Equivalent),1975,14000
Gambia,Import Quantity,Rice (Milled Equivalent),1980,28000
Gambia,Import Quantity,Rice (Milled Equivalent),1985,69000
Gambia,Import Quantity,Rice (Milled Equivalent),1990,79000
Gambia,Import Quantity,Rice (Milled Equivalent),1995,72000
Gambia,Import Quantity,Rice (Milled Equivalent),2000,90000
Gambia,Import Quantity,Rice (Milled Equivalent),2005,113000
Gambia,Import Quantity,Rice (Milled Equivalent),2010,138000
Gambia,Import Quantity,Rice (Milled Equivalent),2011,75000
Gambia,Import Quantity,Rice (Milled Equivalent),2012,90000
Gambia,Import Quantity,Rice (Milled Equivalent),2013,69000
Gambia,Import Quantity,Barley and products,1965,0
Gambia,Import Quantity,Barley and products,1970,0
Gambia,Import Quantity,Barley and products,1975,0
Gambia,Import Quantity,Barley and products,1980,0
Gambia,Import Quantity,Barley and products,1985,0
Gambia,Import Quantity,Barley and products,1990,0
Gambia,Import Quantity,Barley and products,1995,0
Gambia,Import Quantity,Barley and products,2000,0
Gambia,Import Quantity,Barley and products,2005,1000
Gambia,Import Quantity,Barley and products,2010,1000
Gambia,Import Quantity,Barley and products,2011,1000
Gambia,Import Quantity,Barley and products,2012,1000
Gambia,Import Quantity,Barley and products,2013,1000
Gambia,Production,Maize and products,1965,1000
Gambia,Production,Maize and products,1970,3000
Gambia,Production,Maize and products,1975,5000
Gambia,Production,Maize and products,1980,6000
Gambia,Production,Maize and products,1985,26000
Gambia,Production,Maize and products,1990,14000
Gambia,Production,Maize and products,1995,14000
Gambia,Production,Maize and products,2000,22000
Gambia,Production,Maize and products,2005,29000
Gambia,Production,Maize and products,2010,66000
Gambia,Production,Maize and products,2011,24000
Gambia,Production,Maize and products,2012,30000
Gambia,Production,Maize and products,2013,33000
Gambia,Import Quantity,Maize and products,1965,0
Gambia,Import Quantity,Maize and products,1970,0
Gambia,Import Quantity,Maize and products,1975,0
Gambia,Import Quantity,Maize and products,1980,0
Gambia,Import Quantity,Maize and products,1985,0
Gambia,Import Quantity,Maize and products,1990,0
Gambia,Import Quantity,Maize and products,1995,0
Gambia,Import Quantity,Maize and products,2000,2000
Gambia,Import Quantity,Maize and products,2005,0
Gambia,Import Quantity,Maize and products,2010,2000
Gambia,Import Quantity,Maize and products,2011,1000
Gambia,Import Quantity,Maize and products,2012,1000
Gambia,Import Quantity,Maize and products,2013,1000
Gambia,Production,Millet and products,1965,35000
Gambia,Production,Millet and products,1970,38000
Gambia,Production,Millet and products,1975,13000
Gambia,Production,Millet and products,1980,15000
Gambia,Production,Millet and products,1985,55000
Gambia,Production,Millet and products,1990,47000
Gambia,Production,Millet and products,1995,54000
Gambia,Production,Millet and products,2000,95000
Gambia,Production,Millet and products,2005,128000
Gambia,Production,Millet and products,2010,158000
Gambia,Production,Millet and products,2011,87000
Gambia,Production,Millet and products,2012,116000
Gambia,Production,Millet and products,2013,94000
Gambia,Import Quantity,Millet and products,1965,0
Gambia,Import Quantity,Millet and products,1970,0
Gambia,Import Quantity,Millet and products,1975,0
Gambia,Import Quantity,Millet and products,1980,4000
Gambia,Import Quantity,Millet and products,1985,0
Gambia,Import Quantity,Millet and products,1990,0
Gambia,Import Quantity,Millet and products,1995,0
Gambia,Import Quantity,Millet and products,2000,0
Gambia,Import Quantity,Millet and products,2005,0
Gambia,Import Quantity,Millet and products,2010,0
Gambia,Import Quantity,Millet and products,2011,0
Gambia,Import Quantity,Millet and products,2012,0
Gambia,Import Quantity,Millet and products,2013,0
Georgia,Total Population - Both sexes,Population,1995,5067000
Georgia,Total Population - Both sexes,Population,2000,4744000
Georgia,Total Population - Both sexes,Population,2005,4475000
Georgia,Total Population - Both sexes,Population,2010,4389000
Georgia,Total Population - Both sexes,Population,2011,4374000
Georgia,Total Population - Both sexes,Population,2012,4358000
Georgia,Total Population - Both sexes,Population,2013,4341000
Georgia,Production,Wheat and products,1995,77000
Georgia,Production,Wheat and products,2000,89000
Georgia,Production,Wheat and products,2005,190000
Georgia,Production,Wheat and products,2010,48000
Georgia,Production,Wheat and products,2011,97000
Georgia,Production,Wheat and products,2012,81000
Georgia,Production,Wheat and products,2013,81000
Georgia,Import Quantity,Wheat and products,1995,991000
Georgia,Import Quantity,Wheat and products,2000,1027000
Georgia,Import Quantity,Wheat and products,2005,1112000
Georgia,Import Quantity,Wheat and products,2010,752000
Georgia,Import Quantity,Wheat and products,2011,661000
Georgia,Import Quantity,Wheat and products,2012,930000
Georgia,Import Quantity,Wheat and products,2013,714000
Georgia,Import Quantity,Rice (Milled Equivalent),1995,5000
Georgia,Import Quantity,Rice (Milled Equivalent),2000,1000
Georgia,Import Quantity,Rice (Milled Equivalent),2005,7000
Georgia,Import Quantity,Rice (Milled Equivalent),2010,10000
Georgia,Import Quantity,Rice (Milled Equivalent),2011,11000
Georgia,Import Quantity,Rice (Milled Equivalent),2012,9000
Georgia,Import Quantity,Rice (Milled Equivalent),2013,12000
Georgia,Production,Barley and products,1995,34000
Georgia,Production,Barley and products,2000,30000
Georgia,Production,Barley and products,2005,65000
Georgia,Production,Barley and products,2010,23000
Georgia,Production,Barley and products,2011,30000
Georgia,Production,Barley and products,2012,21000
Georgia,Production,Barley and products,2013,35000
Georgia,Import Quantity,Barley and products,1995,1000
Georgia,Import Quantity,Barley and products,2000,9000
Georgia,Import Quantity,Barley and products,2005,0
Georgia,Import Quantity,Barley and products,2010,30000
Georgia,Import Quantity,Barley and products,2011,17000
Georgia,Import Quantity,Barley and products,2012,38000
Georgia,Import Quantity,Barley and products,2013,35000
Georgia,Production,Maize and products,1995,387000
Georgia,Production,Maize and products,2000,296000
Georgia,Production,Maize and products,2005,421000
Georgia,Production,Maize and products,2010,141000
Georgia,Production,Maize and products,2011,270000
Georgia,Production,Maize and products,2012,267000
Georgia,Production,Maize and products,2013,364000
Georgia,Import Quantity,Maize and products,1995,0
Georgia,Import Quantity,Maize and products,2000,0
Georgia,Import Quantity,Maize and products,2005,21000
Georgia,Import Quantity,Maize and products,2010,15000
Georgia,Import Quantity,Maize and products,2011,26000
Georgia,Import Quantity,Maize and products,2012,24000
Georgia,Import Quantity,Maize and products,2013,57000
Georgia,Import Quantity,Millet and products,1995,0
Georgia,Import Quantity,Millet and products,2000,0
Georgia,Import Quantity,Millet and products,2005,0
Georgia,Import Quantity,Millet and products,2010,0
Georgia,Import Quantity,Millet and products,2011,0
Georgia,Import Quantity,Millet and products,2012,0
Georgia,Import Quantity,Millet and products,2013,0
Germany,Total Population - Both sexes,Population,1965,76655000
Germany,Total Population - Both sexes,Population,1970,79287000
Germany,Total Population - Both sexes,Population,1975,79719000
Germany,Total Population - Both sexes,Population,1980,79169000
Germany,Total Population - Both sexes,Population,1985,78896000
Germany,Total Population - Both sexes,Population,1990,80487000
Germany,Total Population - Both sexes,Population,1995,83148000
Germany,Total Population - Both sexes,Population,2000,83512000
Germany,Total Population - Both sexes,Population,2005,83836000
Germany,Total Population - Both sexes,Population,2010,83017000
Germany,Total Population - Both sexes,Population,2011,82893000
Germany,Total Population - Both sexes,Population,2012,82800000
Germany,Total Population - Both sexes,Population,2013,82727000
Germany,Production,Wheat and products,1965,6149000
Germany,Production,Wheat and products,1970,7794000
Germany,Production,Wheat and products,1975,9750000
Germany,Production,Wheat and products,1980,11254000
Germany,Production,Wheat and products,1985,13802000
Germany,Production,Wheat and products,1990,15242000
Germany,Production,Wheat and products,1995,17763000
Germany,Production,Wheat and products,2000,21622000
Germany,Production,Wheat and products,2005,23693000
Germany,Production,Wheat and products,2010,24107000
Germany,Production,Wheat and products,2011,22783000
Germany,Production,Wheat and products,2012,22409000
Germany,Production,Wheat and products,2013,25019000
Germany,Import Quantity,Wheat and products,1965,2977000
Germany,Import Quantity,Wheat and products,1970,4486000
Germany,Import Quantity,Wheat and products,1975,2810000
Germany,Import Quantity,Wheat and products,1980,2033000
Germany,Import Quantity,Wheat and products,1985,4641000
Germany,Import Quantity,Wheat and products,1990,2423000
Germany,Import Quantity,Wheat and products,1995,1922000
Germany,Import Quantity,Wheat and products,2000,2122000
Germany,Import Quantity,Wheat and products,2005,2768000
Germany,Import Quantity,Wheat and products,2010,5432000
Germany,Import Quantity,Wheat and products,2011,5983000
Germany,Import Quantity,Wheat and products,2012,5095000
Germany,Import Quantity,Wheat and products,2013,5421000
